id,title,birth_date,death_date,bio
102871,Karl Koehler,,,
112488,Christian Ernst Stözel,1792,1837,
105064,Rudolph Pen,1918,1989,
43601,Gary Goldberg,1952,,
857,Unknown artist,1701,1800,
36701,William Simpkins,1704,1780,
115967,Sonja Thomsen,1978,,
65363,Lisa Yuskavage,1962,,
46403,Follower of Peter Paul Rubens,1577,1640,
44594,Benjamin Champney,1807,1907,
68101,Richard Houston,1716,1775,
36351,Pierre-Auguste Renoir,1841,1919,"French Impressionist painter and sculptor. He was born in Limoges in 1841 as the child of a working class family. In 1845 his family moved to Paris where he went to work at the age of 13 as a decorator of factory-made porcelain, copying the works of Boucher. From 1862 to 1864 he attended the École des Beaux-Arts in Paris and studied under Charles Gleyre. He met Frédéric Bazille, Claude Monet and Alfred Sisley. He exhibited at the Salon in 1864. His early work reflected many influences including those of Courbet, Manet, Corot, Ingres and Delacroix. Under the influence of Gustave Courbet and painters of the School of Barbizon he turned to plein air painting. He began to earn his living with portraiture in the 1870s; an important work of this period was Madame Charpentier and her Children (Metropolitan Museum of Art, New York). Together with Claude Monet he develops the new painting style of Impressionism around 1870, he is regarded as one of its main representatives. He partakes in three group exhibitions of the Impressionists, for financial reasons he then again shows works at the conventional salons. However, his situation improves as the art dealer Durand-Ruel is his reliable customer. Renoir developed the ability to paint joyous, shimmering colour and flickering light in outdoor scenes such as The Swing and the festive Moulin de la Galette (both: 1876; Musée d'Orsay, Paris). In 1881-82 Pierre-Auguste Renoir goes on three longer journeys to Algeria and Italy. Returning to Paris, a successful exhibition in 1883 established him financially. His painting style slightly leaves the grounds of Impressionism as of the early 1880s, he begins to emphasize contours more and to model the physical features more plastically. His ecstatic sensuality, particularly in his opulent, generalized images of women, and his admiration of the Italian masters removed him from the primary Impressionist concern: to imitate the effects of natural light. After a brief period, often termed ""harsh"" or ""tight,"" in which his forms were closely defined in outline (e.g., the Large Bathers, 1884-87; Museum of Art, Philadelphia), his style of the 1890s changed, diffusing both light and outline, and with dazzling, opalescent colours describing voluptuous nudes, radiant children, and lush summer landscapes. In 1890, he married Aline Victorine Charigot, who, along with a number of the artist's friends, had already served as a model for Luncheon of the Boating Party (1881), and with whom he already had a child, Pierre, in 1885. After his marriage, Renoir painted many scenes of his wife and daily family life, including their children and their nurse, Aline's cousin Gabrielle Renard. The Renoirs had three sons, one of whom, Jean, became a filmmaker of note and another, Pierre, became a stage and film actor. In 1898 Renoir begins to suffer from rheumatoid arthritis, which makes it hard for him to do artistic work. He spends more and more time in the dry climate of Southern France, as of 1905 he makes Cagnes his permanent place of residence. A first retrospective is shown at the Paris fall salon in 1904. Despite illness and personal tragedy he began to produce major works of sculpture together with Maillol's student Richard Guino, who worked the clay, a co-operation that had been arranged by Ambroise Vollard. Renoir also used a moving canvas, or picture roll, to facilitate painting large works with his limited joint mobility. He died in the village of Cagnes-sur-Mer, Provence-Alpes-Côte d'Azur, on December 3, 1919. Pierre-Auguste Renoir was one of the founders and major figures of the Impressionist movement. He has become identified with its world of Parisian leisure (gardens, cafés, dances, boating scenes) which he infused with a luminous sensuality derived from his apprenticeship as a painter on porcelain of 18th-century Rococo scenes. His later work is devoted primarily to the representation of the female nude, with which he is most associated. Among writers, support came from Zola, Huysmans, Verhaeren, and above all Mallarmé, one of his closest friends, whose portrait he painted in 1892. "
56950,Martinus Rørbye,1803,1848,"Danish painter. His father was a civil servant in Norway, but the family had to leave the country after Norway's separation from Denmark in 1814. He began his studies at the Kunstakademi in Copenhagen in 1820. A student there for over ten years, he failed to win the major gold medal in spite of repeated attempts. His teacher was Christian August Lorentzen (1746-1828), but Christoffer Wilhelm Eckersberg also gave him private painting lessons. Even as a student Rorbye enjoyed some success, selling genre scenes to the royal family and portraits set in interiors to the middle classes of Copenhagen.  He exhibited at Charlottenborg most years between 1824 and 1848, and in 1849 his widow exhibited 12 of his paintings, mostly of Italian subjects. In 1830 and 1832 Rørbye travelled to Norway. He is known as an inveterate traveller. His first grand tour, which he took in 1834-37, took him Paris, Rome, Sicily, Greece and Turkey. In Paris he studied French contemporary art. He greatly admired Horace Vernet, in particular his exotic, oriental subjects. He also admired Théodore Géricault's Raft of the Medusa but, strangely, disliked the work of Eugène Delacroix. After Paris, Rørbye travelled to Rome, to Sicily and then, with the architect Gotlieb Bindesbøll, to Athens and Constantinople. Later in life, he undertook many more journeys, travelling to Italy in 1839-41 and to Sweden in 1844. That same year he was appointed Professor at the school of modelling at the Copenhagen Academy. Following Eckersberg's example, Rørbye was essentially a painter of genre pieces and architecture. His pictures were factual but displayed a uniquely sympathetic view of the people he painted. He also painted a few portraits and landscapes, the latter often inspired by Dahl and, to a certain extent, by Caspar David Friedrich. "
31494,"John Augur Holabird, Jr.",1920,,
111027,Honoré d'O,1961,,
41796,John Francis Rigaud,1742,1810,"French painter, active in England. He studied in Turin, Florence and Bologna, and lived in Rome for two years from 1768. In 1771 he settled in London, becoming in the following year an Associate of the Royal Academy, and a full Academician in 1784. He received a steady stream of commissions for historical subjects, as well as decorative compositions and portraits. In 1775 he exhibited the Entry of the Black Prince into London with his Royal Prisoner (untraced); its subject from national history was an original choice for the time. From 1778 he painted for Boydell's Shakespeare Gallery such small pictures as Scene from 'Romeo and Juliet' (untraced). He also contributed to Macklin's Poets' Gallery. In 1794 he won what was probably his most important commission, the decoration of the four pendentives of the Common Council Chamber in the Guildhall, London, depicting Providence, Innocence, Wisdom and Happiness; of these only the preparatory oil sketches survive (London, Guildhall Art Gallery). Rigaud's most important patron was Heneage Finch, 4th Earl of Aylesford, who employed him to decorate the Pompeian Gallery at Packington Hall, Warwicks, in 1787 and the New Church in 1787 and 1792. Rigaud was one of the major painters of large-scale decorative schemes for fashionable interiors of the late 18th century. His early designs were Neo-classical in feeling, but his later work tended more towards the Baroque. His narrative pictures range from history subjects in the Grand Manner, which he painted principally for the theme galleries, to popular sentimental subjects intended for the print market. As a portrait artist, he could be frank and expressive when not seeking heroic effects; his best portraits are of fellow artists such as that of Joseph Nollekens (1772; Yale Center of British Art, New Haven) and a half-length group of his fellow Academicians, Sir William Chambers, Joseph Wilton and Sir Joshua Reynolds (1782; National Portrait Gallery, London). "
101924,Wang Huaxiang,1962,,
40884,Simon de Vlieger,1595,1653,"Dutch painter, mainly of marine subjects, active in his native Rotterdam, Delft, and Amsterdam. One of the outstanding marine painters of his period, he moved from stormy subjects in the manner of Porcellis to serene and majestic images that influenced van de Cappelle and Willem van de Velde the Younger. De Vlieger also painted a few landscapes and genre pictures. Although de Vlieger's reputation rests chiefly on his marine paintings, he was also a notable draughtsman and etcher. "
110266,UPI (United Press International),,,
1161,Ashiyuki,,,
52913,Filippo Falciatore,1718,1768,"Italian painter, active in Naples. He was a pupil of Lorenzo Vaccaro, and then of his son, Domenico Antonio Vaccaro (1678-1745), an artist whose influence was to pervade all his early work, inspiring small pictures bathed in clear, silvery light and azure tonalities that gradually shaped his 'neo-Mannerist' Rococo style. His early works are mostly scenes from the Old and New Testament, now dispersed among public and private collections both in Italy and abroad. In these works, while following the footsteps of the master, he updated the schemes with a new sensitivity. Of his activity as fresco-painter little remains, the first point of reference being 1741, when he frescoed the vault and walls of the sacristy of the church of Santa Maria del Carmine Maggiore in Naples. His rocaille sensibility reached the height of preciosity in the five panels with gold backgrounds and the two tondi representing Cain and Abel and Joseph and Potiphar's Wife (Naples, Museo Duca di Martina). "
